名称,大类,经度,纬度,省份,地级市,区县,lon_round,lat_round,cell
东荟城，达东路,交通设施,113.94651,22.286907,香港特别行政区,香港特别行政区,离岛区,113.947,22.287,113.947_22.287
东荟城北面专用停车场,交通设施,113.948297,22.287818,香港特别行政区,香港特别行政区,离岛区,113.948,22.288,113.948_22.288
东荟城名店仓过境巴士售票处,交通设施,113.947848,22.287985,香港特别行政区,香港特别行政区,离岛区,113.948,22.288,113.948_22.288
"海堤湾畔,惠东路",交通设施,113.948262,22.289433,香港特别行政区,香港特别行政区,离岛区,113.948,22.289,113.948_22.289
海堤湾畔,交通设施,113.948174,22.289644,香港特别行政区,香港特别行政区,离岛区,113.948,22.29,113.948_22.29
海堤湾畔，惠东路,交通设施,113.948287,22.289682000000003,香港特别行政区,香港特别行政区,离岛区,113.948,22.29,113.948_22.29
香港国际机场海运码头,交通设施,113.948227,22.312806,香港特别行政区,香港特别行政区,离岛区,113.948,22.313,113.948_22.313
航天城交汇处，航天城东路,交通设施,113.948164,22.313982,香港特别行政区,香港特别行政区,离岛区,113.948,22.314,113.948_22.314
海天客运码头,交通设施,113.948282,22.314765,香港特别行政区,香港特别行政区,离岛区,113.948,22.315,113.948_22.315
香港天际万豪酒店,交通设施,113.948062,22.314777,香港特别行政区,香港特别行政区,离岛区,113.948,22.315,113.948_22.315
香港天际万豪酒店，航天城东路,交通设施,113.948106,22.314826,香港特别行政区,香港特别行政区,离岛区,113.948,22.315,113.948_22.315
亚洲国际博览馆,交通设施,113.94798,22.31806,香港特别行政区,香港特别行政区,离岛区,113.948,22.318,113.948_22.318
博览馆,交通设施,113.948,22.319302,香港特别行政区,香港特别行政区,离岛区,113.948,22.319,113.948_22.319
博览馆地铁站B出入口,交通设施,113.947843,22.319016,香港特别行政区,香港特别行政区,离岛区,113.948,22.319,113.948_22.319
稔湾路厦村乡下白坭村村公所,交通设施,113.948124,22.424024,香港特别行政区,香港特别行政区,元朗区,113.948,22.424,113.948_22.424
蓝天海岸专用停车场,交通设施,113.948554,22.289329,香港特别行政区,香港特别行政区,离岛区,113.949,22.289,113.949_22.289
香港机场,交通设施,113.948805,22.31467,香港特别行政区,香港特别行政区,离岛区,113.949,22.315,113.949_22.315
香港天际万豪酒店专用停车场,交通设施,113.949165,22.316703,香港特别行政区,香港特别行政区,离岛区,113.949,22.317,113.949_22.317
博览馆地铁站A出入口,交通设施,113.948641,22.319277,香港特别行政区,香港特别行政区,离岛区,113.949,22.319,113.949_22.319
政府车场,交通设施,113.948667,22.363759,香港特别行政区,香港特别行政区,屯门区,113.949,22.364,113.949_22.364
塘福海滩,交通设施,113.940058,22.225652,香港特别行政区,香港特别行政区,离岛区,113.94,22.226,113.94_22.226
下岭皮,交通设施,113.940476,22.275636,香港特别行政区,香港特别行政区,离岛区,113.94,22.276,113.94_22.276
逸东村福逸楼,交通设施,113.939602,22.276127,香港特别行政区,香港特别行政区,离岛区,113.94,22.276,113.94_22.276
东涌湾码头,交通设施,113.93952,22.283275,香港特别行政区,香港特别行政区,离岛区,113.94,22.283,113.94_22.283
国泰城,交通设施,113.939561,22.295781,香港特别行政区,香港特别行政区,离岛区,113.94,22.296,113.94_22.296
国泰空厨，航膳东路,交通设施,113.939816,22.298959,香港特别行政区,香港特别行政区,离岛区,113.94,22.299,113.94_22.299
国泰航膳中心,交通设施,113.939738,22.299079,香港特别行政区,香港特别行政区,离岛区,113.94,22.299,113.94_22.299
畅达楼,交通设施,113.940458,22.313985,香港特别行政区,香港特别行政区,离岛区,113.94,22.314,113.94_22.314
蓝天海岸,交通设施,113.950731,22.287924,香港特别行政区,香港特别行政区,离岛区,113.951,22.288,113.951_22.288
蓝天海岸，文东路,交通设施,113.950789,22.287885,香港特别行政区,香港特别行政区,离岛区,113.951,22.288,113.951_22.288
香港内河码头,交通设施,113.950936,22.362362,香港特别行政区,香港特别行政区,屯门区,113.951,22.362,113.951_22.362
香港内河码头三号闸,交通设施,113.951027,22.362595,香港特别行政区,香港特别行政区,屯门区,113.951,22.363,113.951_22.363
长沙大桥,交通设施,113.952343,22.230977,香港特别行政区,香港特别行政区,离岛区,113.952,22.231,113.952_22.231
怡东路,交通设施,113.952862,22.287954,香港特别行政区,香港特别行政区,离岛区,113.953,22.288,113.953_22.288
屯门赤鱲角隧道,交通设施,113.952764,22.365442,香港特别行政区,香港特别行政区,屯门区,113.953,22.365,113.953_22.365
屯门赤鱲角隧道转车站,交通设施,113.953085,22.366208,香港特别行政区,香港特别行政区,屯门区,113.953,22.366,113.953_22.366
屯门鱲赤角隧道转车站,交通设施,113.953107,22.366144,香港特别行政区,香港特别行政区,屯门区,113.953,22.366,113.953_22.366
蝶岗,交通设施,113.953963,22.23191,香港特别行政区,香港特别行政区,离岛区,113.954,22.232,113.954_22.232
大屿山长富街,交通设施,113.953753,22.232733000000003,香港特别行政区,香港特别行政区,离岛区,113.954,22.233,113.954_22.233
映湾园三期,交通设施,113.953523,22.288219,香港特别行政区,香港特别行政区,离岛区,113.954,22.288,113.954_22.288
映湾园三期专用停车场,交通设施,113.95368,22.289114,香港特别行政区,香港特别行政区,离岛区,113.954,22.289,113.954_22.289
望后石,交通设施,113.953697,22.365825,香港特别行政区,香港特别行政区,屯门区,113.954,22.366,113.954_22.366
映湾园二期,交通设施,113.955466,22.28907,香港特别行政区,香港特别行政区,离岛区,113.955,22.289,113.955_22.289
映湾园二期，文东路,交通设施,113.954996,22.288894,香港特别行政区,香港特别行政区,离岛区,113.955,22.289,113.955_22.289
映湾园第二期,交通设施,113.955441,22.289141,香港特别行政区,香港特别行政区,离岛区,113.955,22.289,113.955_22.289
映湾园,交通设施,113.954986,22.290106,香港特别行政区,香港特别行政区,离岛区,113.955,22.29,113.955_22.29
迎禧路,交通设施,113.955388,22.291484,香港特别行政区,香港特别行政区,离岛区,113.955,22.291,113.955_22.291
东环,交通设施,113.955054,22.291557,香港特别行政区,香港特别行政区,离岛区,113.955,22.292,113.955_22.292
港珠澳大桥旅检大楼,交通设施,113.955066,22.314188,香港特别行政区,香港特别行政区,离岛区,113.955,22.314,113.955_22.314
丽滨别墅,交通设施,113.956129,22.233442,香港特别行政区,香港特别行政区,离岛区,113.956,22.233,113.956_22.233
东环专用停车场,交通设施,113.956061,22.293074,香港特别行政区,香港特别行政区,离岛区,113.956,22.293,113.956_22.293
港珠澳大桥香港口岸,交通设施,113.956151,22.314213,香港特别行政区,香港特别行政区,离岛区,113.956,22.314,113.956_22.314
映湾园一期,交通设施,113.95661,22.290248,香港特别行政区,香港特别行政区,离岛区,113.957,22.29,113.957_22.29
映湾园一期，文东路,交通设施,113.956709,22.290348,香港特别行政区,香港特别行政区,离岛区,113.957,22.29,113.957_22.29
映湾园第一期,交通设施,113.956653,22.290283,香港特别行政区,香港特别行政区,离岛区,113.957,22.29,113.957_22.29
升荟,交通设施,113.956984,22.291985,香港特别行政区,香港特别行政区,离岛区,113.957,22.292,113.957_22.292
升荟，迎东路,交通设施,113.956893,22.292884,香港特别行政区,香港特别行政区,离岛区,113.957,22.293,113.957_22.293
昇荟,交通设施,113.956832,22.292749,香港特别行政区,香港特别行政区,离岛区,113.957,22.293,113.957_22.293
"昇荟,迎东路",交通设施,113.956883,22.29298,香港特别行政区,香港特别行政区,离岛区,113.957,22.293,113.957_22.293
P1专用停车场,交通设施,113.957192,22.312937,香港特别行政区,香港特别行政区,离岛区,113.957,22.313,113.957_22.313
人工岛香港口岸P1露天专用停车场,交通设施,113.957213,22.313458,香港特别行政区,香港特别行政区,离岛区,113.957,22.313,113.957_22.313
香港口岸P1埸车场,交通设施,113.957481,22.313711,香港特别行政区,香港特别行政区,离岛区,113.957,22.314,113.957_22.314
PARKINGPOINT泊车行专用停车场,交通设施,113.957501,22.291095,香港特别行政区,香港特别行政区,离岛区,113.958,22.291,113.958_22.291
迎东村,交通设施,113.958347,22.29425,香港特别行政区,香港特别行政区,离岛区,113.958,22.294,113.958_22.294
迎东村总站,交通设施,113.958416,22.294181,香港特别行政区,香港特别行政区,离岛区,113.958,22.294,113.958_22.294
香港口岸,交通设施,113.958168,22.313956,香港特别行政区,香港特别行政区,离岛区,113.958,22.314,113.958_22.314
屯门龙舟酒店,交通设施,113.957819,22.368027,香港特别行政区,香港特别行政区,屯门区,113.958,22.368,113.958_22.368
怡文中学,交通设施,113.949773,22.28793,香港特别行政区,香港特别行政区,离岛区,113.95,22.288,113.95_22.288
长沙下村,交通设施,113.962062,22.231993,香港特别行政区,香港特别行政区,离岛区,113.962,22.232,113.962_22.232
蝴蝶湾,交通设施,113.96239,22.37186,香港特别行政区,香港特别行政区,屯门区,113.962,22.372,113.962_22.372
长沙引水道,交通设施,113.962501,22.236784,香港特别行政区,香港特别行政区,离岛区,113.963,22.237,113.963_22.237
屯门公众骑术学校,交通设施,113.964217,22.372596,香港特别行政区,香港特别行政区,屯门区,113.964,22.373,113.964_22.373
长沙警署,交通设施,113.964809,22.230828,香港特别行政区,香港特别行政区,离岛区,113.965,22.231,113.965_22.231
美乐花园专用停车场,交通设施,113.966295,22.371039,香港特别行政区,香港特别行政区,屯门区,113.966,22.371,113.966_22.371
"湖翠路,美乐花园",交通设施,113.965726,22.372685,香港特别行政区,香港特别行政区,屯门区,113.966,22.373,113.966_22.373
美乐花园,交通设施,113.965824,22.372569,香港特别行政区,香港特别行政区,屯门区,113.966,22.373,113.966_22.373
美乐花园，湖翠路,交通设施,113.965666,22.372773,香港特别行政区,香港特别行政区,屯门区,113.966,22.373,113.966_22.373
兆山苑,交通设施,113.966325,22.374467,香港特别行政区,香港特别行政区,屯门区,113.966,22.374,113.966_22.374
兆山苑，龙门路,交通设施,113.96646,22.374741,香港特别行政区,香港特别行政区,屯门区,113.966,22.375,113.966_22.375
轻铁蝴蝶站,交通设施,113.966272,22.374535,香港特别行政区,香港特别行政区,屯门区,113.966,22.375,113.966_22.375
长沙上村,交通设施,113.966536,22.232491,香港特别行政区,香港特别行政区,离岛区,113.967,22.232,113.967_22.232
"湖翠路,蝴蝶村蝶心楼",交通设施,113.966794,22.371391000000003,香港特别行政区,香港特别行政区,屯门区,113.967,22.371,113.967_22.371
美乐站,交通设施,113.966547,22.371265,香港特别行政区,香港特别行政区,屯门区,113.967,22.371,113.967_22.371
蝴蝶村蝶心楼,交通设施,113.967068,22.371155,香港特别行政区,香港特别行政区,屯门区,113.967,22.371,113.967_22.371
"蝴蝶村蝶心楼,湖翠路",交通设施,113.966824,22.371402,香港特别行政区,香港特别行政区,屯门区,113.967,22.371,113.967_22.371
美乐,交通设施,113.966518,22.371689,香港特别行政区,香港特别行政区,屯门区,113.967,22.372,113.967_22.372
蝴蝶村专用停车场,交通设施,113.96696,22.372878,香港特别行政区,香港特别行政区,屯门区,113.967,22.373,113.967_22.373
兆山苑柳景阁,交通设施,113.966691,22.375005,香港特别行政区,香港特别行政区,屯门区,113.967,22.375,113.967_22.375
蝴蝶站,交通设施,113.966678,22.375182,香港特别行政区,香港特别行政区,屯门区,113.967,22.375,113.967_22.375
蝴蝶铁路站,交通设施,113.96666,22.375182,香港特别行政区,香港特别行政区,屯门区,113.967,22.375,113.967_22.375
"龙门路,蝴蝶村蝶影楼",交通设施,113.966905,22.375305,香港特别行政区,香港特别行政区,屯门区,113.967,22.375,113.967_22.375
龙门路，兆山苑,交通设施,113.966897,22.37532,香港特别行政区,香港特别行政区,屯门区,113.967,22.375,113.967_22.375
良景商场专用停车场,交通设施,113.967105,22.403167,香港特别行政区,香港特别行政区,屯门区,113.967,22.403,113.967_22.403
强记专用停车场,交通设施,113.966674,22.40893,香港特别行政区,香港特别行政区,屯门区,113.967,22.409,113.967_22.409
散石湾回旋处,交通设施,113.967537,22.233837,香港特别行政区,香港特别行政区,离岛区,113.968,22.234,113.968_22.234
东涌道,交通设施,113.967824,22.235043,香港特别行政区,香港特别行政区,离岛区,113.968,22.235,113.968_22.235
东涌道口,交通设施,113.967914,22.235098,香港特别行政区,香港特别行政区,离岛区,113.968,22.235,113.968_22.235
蝴蝶专用停车场,交通设施,113.96814,22.372767,香港特别行政区,香港特别行政区,屯门区,113.968,22.373,113.968_22.373
蝴蝶湾体育馆,交通设施,113.968379,22.375813,香港特别行政区,香港特别行政区,屯门区,113.968,22.376,113.968_22.376
屯门康乐体育中心专用停车场,交通设施,113.968149,22.379464,香港特别行政区,香港特别行政区,屯门区,113.968,22.379,113.968_22.379
新屯门中心,交通设施,113.968413,22.378756,香港特别行政区,香港特别行政区,屯门区,113.968,22.379,113.968_22.379
